,title,company,link,description
478,Data Scientist (m/w/d) Schwerpunkt Controlling,Kaufland,http://www.indeed.com/rc/clk?jk=6663583757cc66fe&fccid=b27002481490d89f&vjs=3,"für den Bereich Controlling International, Heilbronn
Was uns besonders macht? Leistung, Dynamik und Fairness. Dank dieser Werte setzen unsere Mitarbeiter mit ihrem Engagement neue Maßstäbe. Eine wertschätzende Zusammenarbeit auf Augenhöhe ist für uns dabei selbstverständlich. Als Teil unserer Controlling-Teams trägst du aktiv zum Unternehmenserfolg bei und gewährleistest gemeinsam mit deinen Kollegen betriebswirtschaftliche Transparenz.

Deine Aufgaben
Übersetzung betriebswirtschaftlicher Fragen in statistische Auswertungen
Anwendung statistischer Verfahren zur Clusterung von Filialen oder Artikeln mit homogenen Entwicklungen
Implementierung statistischer Programme im Umsatz- und Rohertragscontrolling
Strukturierung, Aufbereitung, Visualisierung und Präsentation von Findings
Projektverantwortung für komplexere Datenanalysen
Dein Profil
Erfolgreich abgeschlossenes Studium der Mathematik, Informatik, Physik oder eine vergleichbare Qualifikation
Idealerweise erste Berufserfahrung im Kontext Data Mining, statistischer Methoden und Data Exploration
Kenntnisse von Skriptsprachen wie SQL, HiveSQL, R und Python
Erfahrung im Umgang mit Relationalen Datenbanken (RDBMS), Apache Hadoop, Apache Hive und Apache HBase
Stark ausgeprägter Gestaltungswille mit dem Mut, neue Wege zu gehen
Deine Vorteile
Überdurchschnittliche Vergütung
Vielfältige Sonderzuwendungen und Vergünstigungen
Unterstützung bei der Vereinbarkeit von Beruf und Privatleben, z. B. durch Sabbatical
Förderung der Teamarbeit, z. B. durch übergreifende Projekte und Veranstaltungen
Aktive Gesundheitsförderung, z. B. Kooperationen mit Fitnessstudios

Dein Kontakt
Yvonne Seiferling

Du möchtest mehr über die spannenden Aufgaben bei Kaufland erfahren? Entdecke deine vielfältigen Perspektiven auf unserer Karrierewebseite.


https://karriere.kaufland.de"
479,Product Analyst (m/f/x),HelloFresh,http://www.indeed.com/rc/clk?jk=0e97396aa79fbea3&fccid=d945bab513bef0db&vjs=3,"Full Job DescriptionThe role
You will explore and analyse customer behavior and product performance data in order to detect growth opportunities for HelloFresh digital product and improve user experience
You will work with Product Owners in order to define how best to monitor, measure and understand product performance
Partner closely with the Product organization (Product Owners, UX, Data Science, Analytics) in order to help HelloFresh make more evidence-based decisions
You will communicate actionable insights clearly across the organization highlighting the ""so-whats"" of the analyses in order to help product teams make the right data-driven decisions
What you'll bring
Strong experience in a quantitative analysis role, specifically working closely with product teams (e.g. data analyst, product analyst, data scientist) preferably for an online business
Excellent SQL skills and advance knowledge of statistical programming languages like Python, R
Advance Experiences in working with Data Visualisation tools (e.g.Tableau, Qlikview)
Experience with BI and other related web testing and analytics tools ideal (Google Analytics, Adobe Analytics, Optimizely, Looker, MixPanel, etc.)
Experience telling stories with data to both technical and non-technical audiences and creating clear and compelling visualizations to convey complex data.
Proactive and passionate: You are independently capable of seeking information, solving conceptual problems and delivering high quality results in challenging situations
Strong interpersonal skills: running meetings, collaborating with teams in multiple subject areas.

It would be beneficial if you also have the following:

Knowledge of HTML, CSS and Javascript
Experience with BigQuery
What we offer
Comprehensive relocation assistance to move to Berlin plus visa application support
Healthy discount on weekly HelloFresh boxes
Annual learning and development budget to attend conferences or purchase educational resources plus access to the HelloFresh Academy
A diverse and vibrant international environment of 70+ different nationalities
Additional perks include: Free crash course in German, compensation for advanced external German classes, discounts for our neighboring gym & Urban Sports Club, summer & winter parties, discount on our HelloFresh GO vending machines
The chance to have a significant impact on one of the fastest-growing technology companies in Europe in an exciting growth phase
About HelloFresh

HelloFresh is on a mission to change the way people eat, forever!

Since our 2011 founding in Europe's vibrant tech hub, Berlin, we've become the world's leading meal kit provider, delivering to over 4.2 million households worldwide in 14 countries across 3 continents.

Our Engineering, Data, Product and Security teams are located in Berlin and New York and are critical to what we do. From procurement tools to conversion rate optimization, live pricing tools, payment services and add-on upselling features, we work on a wide variety of challenging problems. The result is a high output where we constantly build and release features and engines that make our business thrive, allowing us to deliver real financial impact.

Our more than 7,000 employees from over 70+ nationalities are the heart and soul of our diverse, fast-paced and dynamic environment where innovation and smart, fast action is encouraged.

We will encourage you to make an immediate impact in your area of work as well as empower you to grow your career with us.

You can get a taste of what we've been working on by checking out our tech blog.

Are you up for the challenge?

Please submit your complete application below including your salary expectations and earliest starting date.

After submitting an application our team will review this and get back to you within 5 business days.

For insight into our interview process take a look at our recent post here.

We are HelloFresh

At HelloFresh we embrace and welcome diversity and we currently employ over 7,000 individuals globally who contribute to this. We employ individuals based on their ability to perform a job rather than on the basis of their: race, national origin, color, caste, social origin or position, gender, gender expression, sexual orientation, religion, age, disability, political opinion, marital status or any other characteristic. We encourage everyone to apply and will give everyone equal consideration. We are an equal opportunity employer – everyone is welcome at our table."
480,SENIOR DATA SCIENTIST (M/W/D),Smart Digital,http://www.indeed.com/rc/clk?jk=e8ce21a57cdee0ff&fccid=1c6cbe45770baa73&vjs=3,"Full Job DescriptionDarauf kannst Du Dich freuen:

Du kannst Dich in Businessfragstellungen hineindenken und findest Lösungen indem Du Daten analysierst, statistische Modelle berechnest und anwendest um vorgegebene Ziele zu erreichen
Dabei bist Du für die Beurteilung der Daten, die Auswahl und Validierung geeigneter Verfahren, sowie für die Aufbereitung und Interpretation der Ergebnisse verantwortlich
Spannende Anwendungsfelder wie Echtzeitpersonalisierung, Forecasting, Recommendations und Zeitreihenanalysen zählen zu Deinen Hauptaufgaben
Du hast neben Deinen eigenen Projekten auch den Erfahrungsaustausch mit Deinen Kollegen und die permanente Verbesserung unserer Gesamtleistung im Blick
Als Teamplayer entwickelst Du mit anderen Fachbereichen neue Ideen zur Lösung komplexer Problemstellungen für KI Anwendungen im Marketing
Im Kontakt mit Kunden und Kollegen aus dem Consulting erläuterst du Deine Lösungen und machst diese auch für Nicht-Experten zugänglich

Das bringst Du mit:


Hochschulabschluss mit guten bis sehr guten Noten oder vergleichbare Qualifikation mit einer fundierten Ausbildung in Mathematik und Statistik
Mindestens 5 Jahre Berufserfahrung in einem vergleichbaren Tätigkeitsfeld
Kenntnisse der wichtigsten Machine Learning-Verfahren und die Fähigkeit diese optimal einzusetzen
Erfahrungen im Einsatz von Zeitreihenanalysen, um neben Prescriptive auch Predictive Analysen zu erstellen
Sehr gute Statistik Kenntnisse, um Tests korrekt aufzusetzen und auszuwerten oder auch um für neue Fragestellungen die geeigneten Modelle zu kennen und hinsichtlich ihrer Anwendbarkeit in der gegebenen Situation zu beurteilen
Fundierte Programmierkenntnisse in Python sowie Erfahrungen mit den Bibliotheken Keras, Tensorflow oder SkLearn
Exzellente analytische Fähigkeiten, um Kundenanforderungen effizient zu bedienen
Sehr gute Deutsch- und Englischkenntnisse, mind. eine der Sprachen auf C1 Niveau

Diese Vielfalt erlebst Du bei uns:
Wertschätzende und offene Atmosphäre mit Teamplayern aus 19 Nationen
Spannende Aufgaben, gelebter Wissensaustausch und viel Gestaltungsspielraum
Ein breiter Open-Source-Stack (Python, Kubernetes, Spark, Docker, Java)
Individuelle Angebote zur persönlichen und fachlichen Weiterentwicklung
Persönliches iPhone und coole Teamevents
Ein familienfreundlicher Arbeitsplatz (Home-Office, flexible Arbeitszeiten, 30T Urlaub)


Neugierig geworden? Wir freuen uns auf Deine aussagekräftige Online-Bewerbung. Ganz unkompliziert – mit nur ein paar Klicks. Gerne kannst Du auch Dein GitHub Profil mit uns teilen."
481,Research Scientist Protein Crystallography (m/w/d),Proteros biostructures GmbH,http://www.indeed.com/rc/clk?jk=d7730799022a09fa&fccid=9364a1289280f8be&vjs=3,"Full Job DescriptionProteros is a privately held biotech company with a strong focus on technically challenging drug targets for small and
large molecule drug discovery. Co-founded in 1999 by Nobel Laureate Prof. Robert Huber, the company has
established a global service business with a proven track record with 100+ of global pharma and biotech partnerships
in US, EU and JP.
Proteros´ Structural Biology is a top tier group in x-ray crystallography and cryo-EM and provides essential support
for drug discovery programs of our clients. We are working on most challanging pharmaceutical targets including
large protein complexes, DNA binding proteins, biologics, lipid kinases, proteases, membrane proteins and kinases.
Using a highly industrialized platform for x-ray crystallography and cryo-EM data collection, we deliver highest quality
support for drug discovery programs of our Pharma- and Biotech clients. We strongly encourage applications of
motivated, experienced and team-minded structural biology expert to support our team in Martinsried / Munich.

Your tasks

 Taking responsibility for structural biology research projects including project management
 Processing diffraction data, including phasing (mainly MR), collecting X-ray diffraction data
(synchrotron beamlines), interpretation and report generation of data as well as refining protein

structures following our quality criteria in accordance with our internal regulations and the

requirements of our customers

 Planning, development, implementation and optimization of crystallization experiments
 
Responsible for the planning and instruction for a group of technical assistants
 
Representation of scientific results as well as convincing and confident communication of the
content to colleagues, customers and business partners
Your profile Our offer

 Degree in Chemistry or a related field and a Ph.D.  An innovative profession in an exciting

in X-ray protein crystallography with an excellent industry
track record  An inspiring working atmosphere as fertile
 Several PDB-depositions and related publications ground for your further development
 Work experience in the life science industry and  A comprehensive training that prepares you
project management is an asset optimally for your area of responsibility

 Good LINUX systems knowledge  Multicultural teams and an open corporate
 
cultureGood acquaintance with current software packages
employed in protein crystallography (esp. XDS,

CCP4, coot, GlobalPhasing)

 Scripting experience is an asset (Shell, Perl,

Python)

 Independent, service-oriented way of working,

paired with great team spirit and organizational

skills

Proteros biostructures GmbH
Ms. Martina Borst
Manager Human Resources

Have we piqued your interest? Bunsenstr. 7a, 82152 Martinsried
Then we look forward to receiving your inwfowrmwa.ptirvoeteros.com career@proteros.de
application documents, stating your salary +49 89 700761-0
expectations and possible start date"
483,Data Strategy Consultant,Machine Learning Reply,http://www.indeed.com/rc/clk?jk=76da482ef4323ab5&fccid=a748373196289c72&vjs=3,"At Machine Learning Reply Germany we strive to work on leading-edge data science projects with our clients for which we are seeking Data Frameworks consultant with a strong economics and IT background to support on the bridge between strategy consulting and data science.

Machine Learning Reply, with its sister company in Italy and over 8500 employees at Reply globally, is a fast-growing consultancy focused on solving problems with Data Science and the right organizational frameworks as their backbone. We are a tight knit, laid back, but seriously motivated unit that aims to be involved at conferences and in community of practice with our tech partners.

Whether you are already experienced in strategic project management and execution with a focus on enabling data driven business models or just graduated having gained first experience in big data technologies or strategic thinking, then we want to hear from you.


You are both a Data Scientist (Or at least interested in all things BI / Artificial Intelligence ) and a Strategy Consultant – or want to become one? You never lose focus, are numbers driven, but with a passion for data-story-telling?

We bring together what belongs together. Working with Data Scientists and Data Engineers we enable our clients with cutting-edge open source technology to become a truly Data Driven company. Engaging the upper management level of the customer we analyse the core business of our customers, generate real tangible value and deliver what others can only think of.
As a Data Strategist, your aim is to advise the customer on how data usage is shaping strategic decisions or how Advanced Analytics can support business by opening new fields of operations. You will work together with technical specialists in the area of big data and data science, so we expect a keen interest, but not necessarily hands-on experience, in these areas.

Depending on project scope and your interest, you may be working

In a project to analyse the customers business need to devise the pathway for data strategy projects
In an implementation project as part of a project team, together with Data Scientists and Data Engineers
Supporting C-Level decision making by providing business cases, qualitative assessments and workshops

You will work across several industries like banking, insurance, automotive, retail, etc. securing a maximum of cross-industrial learning.
Responsibilities:

Develop Big Data Strategies with the customer based on current challenges
Transform the business on an organizational level to be ready to become Data Driven
Analyse and adapt current business processes to make them fit for purpose
Formulate business needs as a Business Analyst and translate needs into technological requirements together with Data Scientists and Data Engineers
Develop customer specific Use-Cases and guide him through the entire life-cycle-from creative workshops to implementation
Communicate and present results effectively and confidently to the clients in meetings and workshops with keen attention to detail and overall goals

What we offer you:
Access to work on projects across industries (large and mid-market companies in Banking, Insurance, Automotive, Retail, etc.)
Very active group social program - including conference funding, team building, group events, Reply Exchange
Recognition for Innovation to foster your personal development
Work in an open, flat environment, within a broad Reply knowledge sharing network (more than 90 autonomous Reply groups across 8 countries)
Office space in downtown Munich with access to Stammstrecke
Training and certification encouraged
Home-office contracts
State of the art work equipment
Award winning office spaces for an excellent work experience
Public transport ticket within Munich
Gym-membership subsidy for a gym of your choice
Company car scheme

As a Data Strategist you will analyse business processes, develop use cases together with customers and scientists and finally bring them to life with the magic of our fabulous engineers. You will also present the results of your analysis in a polished Oscar-worthy presentation in front of customers and industry experts.

Take the chance to be part of the team that brings out the enormous potential that’s held within the Data Strategy, Science and Engineering.


Qualifications:

Experience and interest in the area of Digitalization of Business Models, Economies of Platform Businesses or Strategies within Network Industries and their disruptive impact on corporations
A strong quantitative background, for example in Business Informatics, Business Science (with an additional background in Informatics), Computer Science (with additional background in Economics)
Ability to convincingly communicate results also to upper management level
Strong communication and presentation skills in German as well as in English
Basic Knowledge of Business Process Modelling

Desired:

Entrepreneurial Spirit
Previous experience in dealing with clients and customers, in projects or within Key Accounting roles
Knowledge of machine learning, algorithms or empirical economics
Experience in Agile Project Management and Methodologies
Business Case Writing or Financial Evaluation / Controlling
Experience in Proposal Management"
484,Data Scientist (m/w/d),ESG Elektroniksystem- und Logistik-GmbH,http://www.indeed.com/rc/clk?jk=adcf2f71406d7e2a&fccid=c7c0a2c0df2bef70&vjs=3,"Full Job DescriptionIngolstadt (Gaimersheim)
ENTWICKELN SIE ALS DATA SCIENTIST (M/W/D) MIT UNS DIE ZUKUNFT DER MOBILITÄT. IT-Architekturen für Connected Car, Fahrerassistenz, Infotainment und Elektromobilität zählen zu den spannendsten Zukunftsthemen einer sich immer rasanter entwickelnden Branche. In unseren Teams arbeiten Sie auf Augenhöhe mit ausgewiesenen Experten an diesen Herausforderungen. Finden Sie zukunftsweisende Lösungen und entwickeln Sie sich und Ihre Skills in einem dynamischen und teamorientierten Umfeld weiter.

WARUM SIE BEI UNS EINSTEIGEN SOLLEN?

WARUM SIE ZU UNS KOMMEN SOLLEN?
Verantwortung für komplexe Analysen von Fahrzeugdaten für die Automobilindustrie
Konzeption und Entwicklung innovativer Lösungen im Data Science Umfeld
Aufbereitung von Datenbeständen sowie Mustererkennung mittels modernster Verfahren des Machine Learnings bzw. Data Minings
Erstellung von mathematischen Modellen für hochmoderne Analyseverfahren
Visualisierung von Analyse-Ergebnissen und Ableitung von Handlungsempfehlungen
Eigenständige Entwicklung von komplexen und modernen Datenanalysesystemen
Entwicklung und Optimierung von Software und Algorithmen im Bereich Big Data
Direkter Austausch sowie Abstimmung mit Kunden und anderen Stakeholdern
WEIL SIE ZU UNS PASSEN.
Abgeschlossenes Studium und Berufserfahrung im Bereich Data Science / Big Data
Know-how im Bereich Datenbanksystemen, wie PostegreSQL, MySQL
Programmierkenntnisse in Python, R, PHP, Java, Scala oder Spark von Vorteil
Prozess-, Methoden- und Toolkenntnisse bezüglich Software-Entwicklung (klassisch und agil) sowie Erfahrung mit Scrum
Vertieftes Fachwissen zu Prozessen und Tools in der Fahrzeugerprobung wünschenswert
Gute Deutsch- und Englischkenntnisse Wort und Schrift (mind. Level B1)
Ausgeprägte Beratungs- und Präsentationsfähigkeit

ENTWICKELN SIE IHR POTENTIAL. Sie prägen attraktive und abwechslungsreiche Projekte mit namhaften Automobilherstellern. Dabei profitieren Sie von vertrauensvollen Kundenbeziehungen der 55-jährigen Erfolgsgeschichte unseres Unternehmens. Nutzen Sie unsere Kultur offenen Austausches, die auch after work mit Events und Freizeitaktivitäten gepflegt wird. Sie profitieren von flexiblen Arbeitsmodellen (Ort/Zeit/working@home), Zuschuss zur Altersvorsorge, Familienservice und weiteren attraktiven Sozialleistungen. Unser umfangreiches Angebot an Weiterbildungen bringt Sie fachlich, methodisch und persönlich weiter voran.

Interessiert? Dann bewerben Sie sich gleich. Bei Fragen haben Sie jederzeit die Möglichkeit, uns zu kontaktieren.

Ansprechpartner: Frau Sarah Kästner
TEL: 089 / 92161 - 4601
19-mA-089

Das Bewerbungsverfahren ist bei uns zentral geregelt. Wir weisen Sie darauf hin, dass Sie sich im Falle einer Bewerbung bei uns bei der gesamten ESG-Gruppe, insbesondere bei der ESG GmbH, ESG Mobility GmbH und CYOSS GmbH bewerben, damit wir Ihre Bewerbungsdaten schnellstmöglich bearbeiten können. Weitere Informationen zum Datenschutz für Bewerber und zur Weitergabe innerhalb unserer ESG-Gruppe finden Sie hier."
485,"Program Manager, Insurance Pricing Actuary & Data (m/w/d)",Tesla,http://www.indeed.com/rc/clk?jk=5423d41792e7d0cd&fccid=86e9be6ce380173e&vjs=3,"Role:
Tesla is looking for an exceptional and experienced pricing actuary to develop motor insurance products across our European markets and the UK. We are developing the next generation of insurance products protecting Tesla owners, enhancing their ownership experience and lowering total cost of ownership. The Program Manager, Pricing & Data, will work alongside our underwriting, data science and engineering teams to rethink how a motor insurance product is best designed with the customer in mind first.

Responsibilities:
Build the Pricing & Data team from scratch to support insurance programs across Europe and the UK
Forget how motor insurance has been priced for centuries and help to develop a pricing methodology that fits into the 21st century, is tailored for Tesla owners and making full advantage of the leading technology of our vehicles
Develop next generation rating models that take into account that more and more kilometers are driven with assistance of our Autopilot and Full-Self Driving features
Build frameworks for data modelling with our data science and engineering teams that can further enhance insurance products & pricing
Don’t stop after bringing an insurance pricing to market, same as with our vehicles we bring improvements to our insurance offer to market as soon as even the smallest improvement is ready to enhance our customer’s protection, experience or decrease premiums
Build a robust and real-time portfolio monitoring system to ensure sustainability of the insurance program.

Requirements:
As a minimum a completed BS/BA degree in mathematics, statistics or actuarial studies and completed actuarial qualification, MS/MA/MBA welcome
5-10 years of experience as a pricing actuary, preferably in personal lines motor insurance across multiple European markets and with non-traditional motor products utilizing real-time information from the vehicle
Proven track record as data analyst or data scientist is a plus
Proficiency in English is an absolute must (both oral & written)
High-energy and composed personality that can work confidently across different internal department, internal management and large insurance companies.
Exceptional analytical skills and attention to detail evidenced in prior professional experience in pricing actuary positions
Ability to work independently and quickly without compromising excellence within an international & virtual environment.

Tesla participates in the E-Verify Program"
486,Clinical Scientist (m/f/d) (up to 5),InflaRx,http://www.indeed.com/rc/clk?jk=e3a79648b973ad49&fccid=e8b8c4ad58cc30be&vjs=3,"Full Job DescriptionInflaRx is a NASDAQ listed biotechnology company with offices in Jena and Munich, Germany. We research and develop new medicines for the treatment of inflammatory diseases within a global development approach. We stand out for an excellent team of highly motivated and skilled individuals who put strong emphasis on a team effort.

To support our expanding CRD Team we are looking for a

Clinical Scientist (m/f/d) * (up to 5)
(Reference number: 2020119)

The Clinical Scientist will provide medical and scientific expertise throughout the development and implementation of clinical development programs in the field of autoimmune and inflammatory diseases.

The position is located in Jena or Munich.

Primary responsibilities:
Collaborates within a multidisciplinary team in the execution of clinical trials
Ensures medical plausibility and integrity of clinical trial data
Contribute to the design of clinical trials aligned with the overall clinical development strategy
Writes clinical study protocols, protocol amendments, study reports
Actively contributes to publications related to clinical data
Helps to create knowledge from the data by performing initial or exploratory statistical analyses andinterpretation of the data
Establish external study committees (e.g., IDMC, Study Steering Committee)
Present scientific data by communicating accurate, succinct summaries of clinical results internally andexternally
Interfaces with management on significant matters, often requiring the coordination of activity acrossorganizational units, physicians, and external CROs and medical writers.
Comply with current local and international regulations, laws, scientific and regulatory guidance, Good ClinicalPractice, and internal policies and procedures


Education/Experience/Skills:
Medical Doctor or advanced scientific degree (MS/MSc/PhD)
Minimum of 5 years of experience in the biotech, pharma or CRO industry
Profound knowledge in the clinical drug development process
Scientific knowledge within immunology, complement research, rheumatology or dermatology
Strong verbal and written communications skills
Ability to engage in an open, constructive and continuous dialogue
Fluent in written and verbal business English
Highly motivated, self-driven and dependable
Ability to travel (domestic and international travel is required)


We offer:
An open-ended employment contract with 30 days leave per year
Attractive remuneration and above-average employer participation in the company pension scheme
You design your workplace by bringing in your own ideas and visions
You work in an ambitious company with a highly motivated team

We offer you a challenging and varied opportunity with an innovative, dynamic and expanding company. InflaRx strives to be a company that is recognized by its employees as best place to work for in the industry. We want to accomplish this by working with passion and professionalism on thru medical innovation. We pride ourselves in maintaining a friendly, honest and trusting relationship with each other.

If you are interested in this position, please contact:

Karl-Heinz Stephan
Senior Consultant
Tel.: +49 172 7570808
Email: khs@genius-search.com
Susanne Heide
Consultant
+49 6221 3217636
sh@genius-search.com

Genius Search GmbH & Co. KG
Hauptstraße 25
69117 Heidelberg/Germany
www.genius-search.com"
487,Senior Data Scientist (m/f/div) Virtual Lab & Digital Twin,Evonik Operations GmbH,http://www.indeed.com/rc/clk?jk=24b142be9a914506&fccid=b9d8ab1041976ac7&vjs=3,"What we offer
You will work on exciting and challenging topics together with a team in an ultra-modern, innovative and creative environment. Intensive on-the-job training with expert colleagues guarantees you will quickly become familiar with your duties and perform them independently. Performance related pay and the opportunity for personal and professional development are of course part of the package. Since 2009 Evonik Industries AG has been certified as a family-friendly company by the German Hertie Foundation.
Click here to learn more about Evonik from our employees


RESPONSIBILITIES
Building a digital twin ""Virtual Lab"" for the chemical industry and related fields
Using advanced machine learning models, algorithms and systems to extract insights from data, including both explanatory as well as predictive analysis
Dealing with rule based as well as statistical models while receiving the chance to fully develop a machine learning models for different market segments
Deriving functional and product features of the twin, built and test it with users and customers
Integrating your solutions into related product modules and deploying it to the digital twin
Working in a dynamic team and explore untrodden territory


REQUIREMENTS
Master or PhD in computer science, physics, (theoretical) chemistry, engineering, (business) informatics or in similar fields with an excellent degree
Long-time experience in programming with Python, as well as knowledge in machine learning
Experience with MSSQL, MySQL, elastic search and Git
Knowledge in designing systems to solve business problems
Broad Experience in working with agile development methodologies and with leading sub teams
Experience in B2B industries, preferably chemicals, paints & coatings, adhesives or similar ones with formulation expertise, surface technology or material science know how
Creating new solutions from data and content which help people to work smarter
Distinctive consulting competence and communication skills as well as the ability to work independently and with virtual teams
Proactive, innovative mind and highly skilled in conceptual thinking


Your Application
To ensure the fastest process of your application and to protect the environment, please apply online via our careers portal at https://careers.evonik.com.
Please address your application to Dominik Schorbach. If you have any questions regarding the application process, please contact our Recruiting Center Team at 0800 2386645 (Germany only) or +49 201 177 4200.
VACANCY REFERENCE NUMBER 125024

Please note that Evonik will not accept any unsolicited application documents sent by staffing firms. Evonik works in conjunction with preferred service providers and will not pay any fee to staffing firms in the absence of an appropriate framework agreement. Should Evonik receive a candidate profile from a staffing firm with which it has no framework agreement, and should this candidate subsequently be considered in the recruitment process or offered employment, no claims from the staffing firm will be entertained in this regard."
488,Technikverliebter Data Scientist (w/m/d) Machine Learning,b.telligent,http://www.indeed.com/rc/clk?jk=7417868e1e1b9a52&fccid=39ca0b3084c761d3&vjs=3,"Full Job DescriptionVollzeit
MUC, HAM, DUS
b.telligent - Wer wir sind
Seit 2004 profitieren über 300 Kunden von b.telligent – Mit unserem breiten Technologiespektrum und zukunftsweisenden Kundenprojekten übernehmen wir die Vorreiterrolle in dem stark wachsenden BI Beratungsmarkt. Werden Sie noch heute ein Teil von uns!
b.telligent
Arbeitgeberbewertung

auf
4,54
Erfahrungsberichte
Mitarbeiter sagen
4,21
Bewerber sagen
4,63
Eine Kultur, die uns auszeichnet
NEUGIERDE, TEAMPLAY und INDIVIDUALITÄT werden bei uns großgeschrieben
Flache Hierarchien gepaart mit kurzen Entscheidungswegen sorgen für Agilität im Beraterleben
Karriere-Entwicklung gemäß persönlicher Interessen und Schwerpunkte
Wissenstransfer und Erfahrungsaustausch über interne und externe Weiterbildungsprogramme sowie Zertifizierungen und Ausbildung in neuesten Technologien über unser Partnernetzwerk
Erfolge gemeinsam feiern: Skifahren, Sommerfest, Wiesnbesuch, Weihnachtsfeier
Vereinbarkeit von Beruf, Familie und Privatleben ist uns wichtig: flexible Arbeitszeitmodelle, Zuschuss zur Fitnessmitgliedschaft und betriebliche Altersvorsorge


An dieser Stelle finden Sie einen externen Inhalt. Sie können ihn sich anzeigen lassen wenn Sie Ihre Privatsphäre-Einstellungen anpassen.

Privatsphäre Einstellungen
Deine Aufgaben
Du entwickelst Prognosemodelle auf Basis verschiedener (insbesondere auch unstrukturierter Daten) mit Hilfe moderner Methoden aus den Bereichen Machine Learning und Deep Learning
Die Kommunikation mit den Fachbereichen und der IT sowie die technisch optimierte Umsetzung komplexer Modelle gehört zu deinem Tagesgeschäft
Du bist zuständig für die Konzeption, Umsetzung, Performance und das Deployment der Modelle und Data Pipelines auf den jeweiligen Infrastrukturen des Kunden
Du bist zuständig für die Integration der Modelle und Data Pipelines in die technischen und fachlichen Standardprozesse des Kunden
Du entwickelst produktionsfertigen Code für komplexe Machine Learning Lösungen mit Entwicklertools wie IDEs, Git, Docker, etc.
Indem Du aktiv an nationalen und internationalen Konferenzen teilnimmst baust du dein eigenes Netzwerk auf und aus
Du unterstützt die Digitale Transformation bei unseren Bestands- und Neukunden und arbeitest eng mit Entscheidern zusammen
Deine Qualifikationen
Du hast ein Studium der Informatik/Statistik/Mathematik/Physik oder einen ähnlichen quantitativen Studiengang abgeschlossen
Du bringst sehr gute Kenntnisse in Python, PyTorch oder Tensorflow insb. mit folgenden Methoden mit: Regressionen, Random Forrest, Boosted Trees, SVMs, verschiedenen Neuronalen Netzen, Clustering, Collaborative Filtering, etc.
Du kannst Kenntnisse in den Bereichen NLP, Image und Speech Recognition oder Recommendation Systems vorweisen und hast bereits Erfahrung mit der Erschließung und Nutzung unstrukturierter Datenquellen (Bilder, Sprache, Weblog-Daten, etc.)
Du bringt bereits vorhandenes Know-How in der Datenaufbereitung und der Entwicklung von Data Pipelines mit SQL, Spark, Scala, pandas, etc. inkl. Scheduling mit
Du kennst dich mit unterschiedlichen Datenbanken wie Oracle, Teradata, Exasol und Clustertechnologien wie Spark aus
Du verfügst über ein sehr gutes technisches Prozessverständnis und gute Projektmanagementskills (agile ins. SCRUM, Wasserfall)
Dir macht es Spaß, Kunden auch mal außerhalb deines Wohnorts zu beraten und bringst eine grundsätzliche Reisebereitschaft mit
An dieser Stelle finden Sie einen externen Inhalt. Sie können ihn sich anzeigen lassen wenn Sie Ihre Privatsphäre-Einstellungen anpassen.

Privatsphäre Einstellungen"
489,Regulatory Ecotoxicologist,knoell Germany GmbH,http://www.indeed.com/rc/clk?jk=ccec2fc4694b2ff7&fccid=ebd778f65401d8b2&vjs=3,"Responsibilities
You will be responsible for the preparation of ecotoxicological risk assessments for the authorisation of plant protection products (PPP) according to European regulatory requirements
You will be responsible for the development of risk assessment strategies on a Member State level, including higher Tier solutions
You will be responsible for the preparation of technical dossier sections for regulatory purposes according to relevant EU and Member State guidance
You will be responsible for the evaluation of ecotoxicological data and study reports
You will be responsible for the management and coordination of client projects in close communication and cooperation with our regulatory team, our clients and relevant authorities
You will participate at seminars, workshops and scientific conferences to maintain up-to-date knowledge in the area of regulatory ecotoxicology

Profile and Qualifications
You have a university degree in biology, agricultural or environmental science or equivalent; PhD degree would be a benefit
You have at least 2 years of relevant experience in ecotoxicological risk assessment for registration of plant protection products according to European standards
You have extensive knowledge of EU Regulatory Framework 1107/2009
Experience with study management would be a benefit
You have excellent verbal and written communication skills
You have strong project and time management skills
You have excellent language skills in English (spoken and written); German would be an asset
You are self-motivated and capable of functioning as an independent scientist while being able to work effectively in a team environment

Benefits
You will work in a dynamic field in a collegial and appreciative team
A well-structured induction plan will make your start easier and your further education will be supported of our knoell Academy
On average each employee has 3 days of further education per year
We support you in balancing your work and private life and offer you 30 days of vacation, a childcare allowance and family-friendly flexible working time models
In addition to your fixed salary, we grant your commitment with performance-related bonuses
We provide you with a lucrative employee participation program
You will receive a canteen allowance and we will offer you coffee, tea and water for free
To strengthen our team spirit, team events are held in addition to the annual employee meeting
We also ensure your financial stability after retirement - through the offer of a company pension plan"
